date,channel,campaign,data_label,impressions,clicks,spend,conversions,orders,revenue,promotion,is_holiday
2024-12-31,Email,Lifecycle,synthetic,19858,665,51.13,46,39,497.49,0,0
2024-12-31,Organic,Content & SEO,synthetic,25792,1398,15.85,71,60,303.45,0,0
2025-01-01,Google Ads,Search & Shopping,synthetic,41807,1317,639.80,62,52,4305.33,0,1
2025-01-01,Meta Ads,Prospecting & Retargeting,synthetic,64676,1370,518.52,47,39,2702.58,0,1
2025-01-01,Email,Lifecycle,synthetic,25330,915,55.29,62,46,646.75,0,1
2025-01-01,Organic,Content & SEO,synthetic,31005,1516,15.51,86,73,429.53,0,1
2025-01-02,Google Ads,Search & Shopping,synthetic,39231,1206,634.93,59,49,3377.60,0,0
2025-01-02,Meta Ads,Prospecting & Retargeting,synthetic,59241,1242,503.39,48,38,2327.11,0,0
2025-01-02,Email,Lifecycle,synthetic,18218,650,51.24,45,39,422.17,0,0
2025-01-02,Organic,Content & SEO,synthetic,28547,1350,15.45,68,58,319.05,0,0
2025-01-03,Google Ads,Search & Shopping,synthetic,39315,1186,662.45,56,49,3713.95,0,0
2025-01-03,Meta Ads,Prospecting & Retargeting,synthetic,52695,1159,508.68,46,39,2143.07,0,0
2025-01-03,Email,Lifecycle,synthetic,19511,712,49.53,55,46,440.04,0,0
2025-01-03,Organic,Content & SEO,synthetic,24565,1274,16.21,67,54,317.64,0,0
2025-01-04,Google Ads,Search & Shopping,synthetic,34177,1071,706.89,49,40,2945.38,0,0
2025-01-04,Meta Ads,Prospecting & Retargeting,synthetic,56783,1277,612.47,54,41,2604.81,1,0
2025-01-04,Email,Lifecycle,synthetic,23179,852,48.38,65,56,543.57,0,0
2025-01-04,Organic,Content & SEO,synthetic,33952,1655,15.95,91,71,396.08,0,0
2025-01-05,Google Ads,Search & Shopping,synthetic,32882,1008,609.40,52,43,2688.72,0,0
2025-01-05,Meta Ads,Prospecting & Retargeting,synthetic,37408,724,500.96,28,22,1304.41,0,0
2025-01-05,Email,Lifecycle,synthetic,29756,1035,51.15,81,69,708.71,0,0
2025-01-05,Organic,Content & SEO,synthetic,31689,1726,16.04,84,67,372.46,0,0
2025-01-06,Google Ads,Search & Shopping,synthetic,43711,1343,627.42,62,51,3114.82,0,0
2025-01-06,Meta Ads,Prospecting & Retargeting,synthetic,47238,974,491.96,38,34,2142.79,0,0
2025-01-06,Email,Lifecycle,synthetic,19108,698,45.20,45,38,522.31,0,0
2025-01-06,Organic,Content & SEO,synthetic,22292,1155,16.71,66,55,292.39,0,0
2025-01-07,Google Ads,Search & Shopping,synthetic,40568,1300,634.32,61,46,3501.50,0,0
2025-01-07,Meta Ads,Prospecting & Retargeting,synthetic,47795,1018,469.36,39,31,2146.19,0,0
2025-01-07,Email,Lifecycle,synthetic,20290,707,48.36,53,42,493.05,0,0
2025-01-07,Organic,Content & SEO,synthetic,30725,1582,14.79,88,77,284.54,0,0
2025-01-08,Google Ads,Search & Shopping,synthetic,37619,1179,605.03,60,51,3176.92,0,0
2025-01-08,Meta Ads,Prospecting & Retargeting,synthetic,48739,1055,473.23,39,32,1764.87,0,0
2025-01-08,Email,Lifecycle,synthetic,20276,685,47.35,47,40,548.13,0,0
2025-01-08,Organic,Content & SEO,synthetic,26470,1332,16.67,77,64,362.67,0,0
2025-01-09,Google Ads,Search & Shopping,synthetic,36631,1180,599.27,53,47,2961.31,0,0
2025-01-09,Meta Ads,Prospecting & Retargeting,synthetic,73754,1790,547.25,86,68,3726.31,1,0
2025-01-09,Email,Lifecycle,synthetic,19847,683,43.40,50,44,448.70,0,0
2025-01-09,Organic,Content & SEO,synthetic,26225,1396,17.65,75,61,334.71,0,0
2025-01-10,Google Ads,Search & Shopping,synthetic,42967,1478,582.39,73,59,2748.47,0,0
2025-01-10,Meta Ads,Prospecting & Retargeting,synthetic,61301,1346,553.80,55,45,3013.51,1,0
2025-01-10,Email,Lifecycle,synthetic,19876,683,46.77,51,42,436.33,0,0
2025-01-10,Organic,Content & SEO,synthetic,25141,1351,16.94,65,54,356.66,0,0
2025-01-11,Google Ads,Search & Shopping,synthetic,28552,885,578.19,39,34,2177.60,0,0
2025-01-11,Meta Ads,Prospecting & Retargeting,synthetic,38392,818,430.70,28,23,1425.92,0,0
2025-01-11,Email,Lifecycle,synthetic,22816,732,44.36,55,49,476.70,0,0
2025-01-11,Organic,Content & SEO,synthetic,33224,1688,18.19,91,80,456.02,0,0
2025-01-12,Google Ads,Search & Shopping,synthetic,33396,1025,561.65,45,39,2118.54,0,0
2025-01-12,Meta Ads,Prospecting & Retargeting,synthetic,41974,838,454.85,29,23,1599.87,0,0
2025-01-12,Email,Lifecycle,synthetic,25235,849,46.28,58,48,624.98,0,0
2025-01-12,Organic,Content & SEO,synthetic,33199,1644,17.84,93,76,428.86,0,0
2025-01-13,Google Ads,Search & Shopping,synthetic,42413,1253,601.71,53,43,3634.50,0,0
2025-01-13,Meta Ads,Prospecting & Retargeting,synthetic,65147,1476,537.18,75,61,3473.30,1,0
2025-01-13,Email,Lifecycle,synthetic,19312,715,49.70,56,46,479.41,0,0
2025-01-13,Organic,Content & SEO,synthetic,26554,1387,17.61,75,64,405.94,0,0
2025-01-14,Google Ads,Search & Shopping,synthetic,41473,1266,568.07,55,44,2979.92,0,0
2025-01-14,Meta Ads,Prospecting & Retargeting,synthetic,50173,1047,448.39,42,32,2065.65,0,0
2025-01-14,Email,Lifecycle,synthetic,23439,797,54.14,56,47,551.91,0,0
2025-01-14,Organic,Content & SEO,synthetic,29402,1481,18.21,81,66,354.65,0,0
2025-01-15,Google Ads,Search & Shopping,synthetic,54819,1775,675.77,96,78,4612.82,1,0
2025-01-15,Meta Ads,Prospecting & Retargeting,synthetic,50472,1098,446.36,40,35,2154.30,0,0
2025-01-15,Email,Lifecycle,synthetic,20385,665,51.43,50,38,485.02,0,0
2025-01-15,Organic,Content & SEO,synthetic,28748,1488,17.62,77,67,429.17,0,0
2025-01-16,Google Ads,Search & Shopping,synthetic,41526,1346,586.83,64,56,3221.76,0,0
2025-01-16,Meta Ads,Prospecting & Retargeting,synthetic,47179,906,455.73,33,26,2318.81,0,0
2025-01-16,Email,Lifecycle,synthetic,21798,799,52.15,63,50,592.89,0,0
2025-01-16,Organic,Content & SEO,synthetic,24069,1321,17.69,70,58,341.01,0,0
2025-01-17,Google Ads,Search & Shopping,synthetic,39199,1222,548.91,63,54,2508.21,0,0
2025-01-17,Meta Ads,Prospecting & Retargeting,synthetic,74512,1796,512.05,83,66,3198.60,1,0
2025-01-17,Email,Lifecycle,synthetic,20982,663,53.33,48,39,464.34,0,0
2025-01-17,Organic,Content & SEO,synthetic,33989,1926,20.17,136,116,577.70,1,0
2025-01-18,Google Ads,Search & Shopping,synthetic,31455,968,569.67,49,42,2264.83,0,0
2025-01-18,Meta Ads,Prospecting & Retargeting,synthetic,50714,1171,594.61,52,39,2799.97,1,0
2025-01-18,Email,Lifecycle,synthetic,25475,895,55.73,62,56,708.99,0,0
2025-01-18,Organic,Content & SEO,synthetic,34280,1798,18.57,90,70,406.01,0,0
2025-01-19,Google Ads,Search & Shopping,synthetic,34949,1079,547.87,49,41,2454.49,0,0
2025-01-19,Meta Ads,Prospecting & Retargeting,synthetic,37708,816,488.31,33,28,1853.34,0,0
2025-01-19,Email,Lifecycle,synthetic,27828,964,55.76,71,57,726.10,0,0
2025-01-19,Organic,Content & SEO,synthetic,34081,1775,19.82,98,78,454.62,0,0
2025-01-20,Google Ads,Search & Shopping,synthetic,45862,1343,535.35,63,47,2352.00,0,0
2025-01-20,Meta Ads,Prospecting & Retargeting,synthetic,53878,1136,536.22,43,36,2452.89,0,0
2025-01-20,Email,Lifecycle,synthetic,21859,832,57.65,60,50,655.61,0,0
2025-01-20,Organic,Content & SEO,synthetic,24271,1349,18.24,64,54,357.07,0,0
2025-01-21,Google Ads,Search & Shopping,synthetic,40780,1399,579.51,66,57,2607.49,0,0
2025-01-21,Meta Ads,Prospecting & Retargeting,synthetic,42949,925,520.68,32,25,2178.09,0,0
2025-01-21,Email,Lifecycle,synthetic,19424,656,58.55,44,36,594.36,0,0
2025-01-21,Organic,Content & SEO,synthetic,25982,1412,17.47,78,66,351.80,0,0
2025-01-22,Google Ads,Search & Shopping,synthetic,41280,1354,597.58,66,55,2962.85,0,0
2025-01-22,Meta Ads,Prospecting & Retargeting,synthetic,53615,1126,506.67,46,37,2525.58,0,0
2025-01-22,Email,Lifecycle,synthetic,28297,1196,69.25,99,75,1120.77,1,0
2025-01-22,Organic,Content & SEO,synthetic,28793,1633,18.56,89,67,359.18,0,0
2025-01-23,Google Ads,Search & Shopping,synthetic,58369,2092,709.25,108,82,5511.64,1,0
2025-01-23,Meta Ads,Prospecting & Retargeting,synthetic,50047,1065,526.36,43,37,2045.22,0,0
2025-01-23,Email,Lifecycle,synthetic,21233,748,52.27,54,46,573.66,0,0
2025-01-23,Organic,Content & SEO,synthetic,24248,1281,17.40,64,49,380.37,0,0
2025-01-24,Google Ads,Search & Shopping,synthetic,57603,1966,694.61,101,79,5140.11,1,0
2025-01-24,Meta Ads,Prospecting & Retargeting,synthetic,47503,970,520.66,33,27,1943.87,0,0
2025-01-24,Email,Lifecycle,synthetic,22733,744,55.50,51,40,594.60,0,0
2025-01-24,Organic,Content & SEO,synthetic,30424,1641,16.97,91,75,343.36,0,0
2025-01-25,Google Ads,Search & Shopping,synthetic,29239,967,608.20,45,38,2355.03,0,0
2025-01-25,Meta Ads,Prospecting & Retargeting,synthetic,41424,837,549.21,33,26,1863.46,0,0
2025-01-25,Email,Lifecycle,synthetic,25784,950,54.08,73,60,601.94,0,0
2025-01-25,Organic,Content & SEO,synthetic,37015,1807,15.36,103,91,422.36,0,0
2025-01-26,Google Ads,Search & Shopping,synthetic,36163,1209,580.03,61,49,3158.11,0,1
2025-01-26,Meta Ads,Prospecting & Retargeting,synthetic,49637,1016,561.95,38,29,2503.06,0,1
2025-01-26,Email,Lifecycle,synthetic,29372,992,57.05,72,56,851.99,0,1
2025-01-26,Organic,Content & SEO,synthetic,38169,1835,16.30,91,72,491.53,0,1
2025-01-27,Google Ads,Search & Shopping,synthetic,36098,1150,628.46,56,48,2737.91,0,0
2025-01-27,Meta Ads,Prospecting & Retargeting,synthetic,50596,1088,591.76,43,39,2698.73,0,0
2025-01-27,Email,Lifecycle,synthetic,21030,694,54.81,50,39,589.74,0,0
2025-01-27,Organic,Content & SEO,synthetic,29011,1490,17.19,81,66,356.45,0,0
2025-01-28,Google Ads,Search & Shopping,synthetic,39488,1235,632.70,58,47,2910.87,0,0
2025-01-28,Meta Ads,Prospecting & Retargeting,synthetic,61153,1292,548.75,50,36,2738.21,0,0
2025-01-28,Email,Lifecycle,synthetic,19733,645,55.95,47,40,533.29,0,0
2025-01-28,Organic,Content & SEO,synthetic,30297,1544,16.73,84,70,336.27,0,0
2025-01-29,Google Ads,Search & Shopping,synthetic,41663,1297,602.82,62,50,2879.69,0,0
2025-01-29,Meta Ads,Prospecting & Retargeting,synthetic,46225,931,558.50,33,26,1999.12,0,0
2025-01-29,Email,Lifecycle,synthetic,20395,698,54.28,52,44,568.68,0,0
2025-01-29,Organic,Content & SEO,synthetic,25764,1316,16.51,63,54,306.77,0,0
2025-01-30,Google Ads,Search & Shopping,synthetic,53020,1807,756.90,107,91,5650.06,1,0
2025-01-30,Meta Ads,Prospecting & Retargeting,synthetic,58112,1182,507.26,42,32,2133.21,0,0
2025-01-30,Email,Lifecycle,synthetic,20557,702,54.12,56,48,419.07,0,0
2025-01-30,Organic,Content & SEO,synthetic,27421,1507,16.50,87,76,344.50,0,0
2025-01-31,Google Ads,Search & Shopping,synthetic,41862,1311,630.47,56,42,3711.75,0,0
2025-01-31,Meta Ads,Prospecting & Retargeting,synthetic,55364,1139,531.11,46,39,2591.29,0,0
2025-01-31,Email,Lifecycle,synthetic,20184,726,54.72,50,39,584.12,0,0
2025-01-31,Organic,Content & SEO,synthetic,24712,1299,15.05,72,62,253.88,0,0
2025-02-01,Google Ads,Search & Shopping,synthetic,35850,1172,614.96,53,46,2685.40,0,0
2025-02-01,Meta Ads,Prospecting & Retargeting,synthetic,39651,865,514.34,31,27,1996.75,0,0
2025-02-01,Email,Lifecycle,synthetic,32143,1172,60.84,99,86,972.93,1,0
2025-02-01,Organic,Content & SEO,synthetic,31200,1575,16.32,86,65,356.96,0,0
2025-02-02,Google Ads,Search & Shopping,synthetic,33106,1074,602.51,50,38,2525.12,0,0
2025-02-02,Meta Ads,Prospecting & Retargeting,synthetic,43082,917,508.25,33,28,1831.98,0,0
2025-02-02,Email,Lifecycle,synthetic,28552,1017,49.24,78,70,601.84,0,0
2025-02-02,Organic,Content & SEO,synthetic,32498,1724,16.87,85,70,383.25,0,0
2025-02-03,Google Ads,Search & Shopping,synthetic,48640,1670,723.21,89,65,4486.10,1,0
2025-02-03,Meta Ads,Prospecting & Retargeting,synthetic,53756,1104,517.15,44,37,2447.97,0,0
2025-02-03,Email,Lifecycle,synthetic,20752,692,48.53,52,43,512.87,0,0
2025-02-03,Organic,Content & SEO,synthetic,25882,1356,16.10,79,65,284.33,0,0
2025-02-04,Google Ads,Search & Shopping,synthetic,56726,1971,772.68,112,89,6045.74,1,0
2025-02-04,Meta Ads,Prospecting & Retargeting,synthetic,49530,1035,496.35,35,30,2189.38,0,0
2025-02-04,Email,Lifecycle,synthetic,17884,590,54.96,45,35,525.60,0,0
2025-02-04,Organic,Content & SEO,synthetic,30259,1640,15.93,92,74,307.74,0,0
2025-02-05,Google Ads,Search & Shopping,synthetic,39721,1239,636.71,63,54,3278.47,0,0
2025-02-05,Meta Ads,Prospecting & Retargeting,synthetic,51639,1154,481.20,45,34,2024.72,0,0
2025-02-05,Email,Lifecycle,synthetic,26029,974,58.75,81,69,745.69,1,0
2025-02-05,Organic,Content & SEO,synthetic,27909,1466,16.92,79,69,359.22,0,0
2025-02-06,Google Ads,Search & Shopping,synthetic,43164,1339,621.39,60,48,3344.25,0,0
2025-02-06,Meta Ads,Prospecting & Retargeting,synthetic,47937,943,525.38,39,31,2142.43,0,0
2025-02-06,Email,Lifecycle,synthetic,19692,683,46.82,52,41,511.99,0,0
2025-02-06,Organic,Content & SEO,synthetic,27188,1567,17.96,78,57,319.37,0,0
2025-02-07,Google Ads,Search & Shopping,synthetic,34874,1160,608.16,54,44,3334.98,0,0
2025-02-07,Meta Ads,Prospecting & Retargeting,synthetic,52390,1051,463.41,40,34,1954.59,0,0
2025-02-07,Email,Lifecycle,synthetic,23617,856,48.17,65,52,515.22,0,0
2025-02-07,Organic,Content & SEO,synthetic,28015,1441,17.05,76,66,346.37,0,0
2025-02-08,Google Ads,Search & Shopping,synthetic,29575,980,649.87,43,34,2382.79,0,0
2025-02-08,Meta Ads,Prospecting & Retargeting,synthetic,63749,1509,513.22,63,54,3010.24,1,0
2025-02-08,Email,Lifecycle,synthetic,24385,874,45.90,70,64,564.00,0,0
2025-02-08,Organic,Content & SEO,synthetic,31639,1584,16.97,79,67,382.61,0,0
2025-02-09,Google Ads,Search & Shopping,synthetic,34715,1168,565.63,53,44,2437.99,0,0
2025-02-09,Meta Ads,Prospecting & Retargeting,synthetic,44431,981,446.12,38,29,1700.60,0,0
2025-02-09,Email,Lifecycle,synthetic,22472,843,50.57,64,54,610.38,0,0
2025-02-09,Organic,Content & SEO,synthetic,35952,1976,17.71,103,84,492.08,0,0
2025-02-10,Google Ads,Search & Shopping,synthetic,38016,1160,630.45,55,46,3200.01,0,0
2025-02-10,Meta Ads,Prospecting & Retargeting,synthetic,53199,1028,465.55,43,34,2159.23,0,0
2025-02-10,Email,Lifecycle,synthetic,17483,605,43.51,46,37,441.78,0,0
2025-02-10,Organic,Content & SEO,synthetic,32695,1746,16.16,94,79,359.21,0,0
2025-02-11,Google Ads,Search & Shopping,synthetic,55666,1902,647.42,103,96,4096.73,1,0
2025-02-11,Meta Ads,Prospecting & Retargeting,synthetic,47811,1032,468.73,36,29,1810.87,0,0
2025-02-11,Email,Lifecycle,synthetic,22408,789,47.59,54,44,494.68,0,0
2025-02-11,Organic,Content & SEO,synthetic,27767,1460,18.70,81,70,341.38,0,0
2025-02-12,Google Ads,Search & Shopping,synthetic,38478,1251,559.67,58,45,3134.35,0,0
2025-02-12,Meta Ads,Prospecting & Retargeting,synthetic,53945,1191,444.23,46,41,2042.14,0,0
2025-02-12,Email,Lifecycle,synthetic,21265,756,52.28,51,40,561.09,0,0
2025-02-12,Organic,Content & SEO,synthetic,27850,1415,17.28,91,79,369.71,0,0
2025-02-13,Google Ads,Search & Shopping,synthetic,43221,1382,552.77,67,51,2765.63,0,0
2025-02-13,Meta Ads,Prospecting & Retargeting,synthetic,58620,1261,472.00,49,44,2515.07,0,0
2025-02-13,Email,Lifecycle,synthetic,19742,670,53.63,50,43,505.86,0,0
2025-02-13,Organic,Content & SEO,synthetic,29084,1471,17.54,81,61,388.36,0,0
2025-02-14,Google Ads,Search & Shopping,synthetic,42259,1375,548.05,61,53,3023.04,0,0
2025-02-14,Meta Ads,Prospecting & Retargeting,synthetic,55485,1123,469.30,38,34,2509.36,0,0
2025-02-14,Email,Lifecycle,synthetic,20722,754,54.33,60,48,631.62,0,0
2025-02-14,Organic,Content & SEO,synthetic,37813,2148,23.08,119,101,642.37,1,0
2025-02-15,Google Ads,Search & Shopping,synthetic,31011,1030,590.71,50,40,2219.00,0,0
2025-02-15,Meta Ads,Prospecting & Retargeting,synthetic,45876,1002,483.76,43,35,1905.25,0,0
2025-02-15,Email,Lifecycle,synthetic,23863,904,49.07,59,47,625.07,0,0
2025-02-15,Organic,Content & SEO,synthetic,30311,1525,17.59,82,70,379.91,0,0
2025-02-16,Google Ads,Search & Shopping,synthetic,31295,1014,521.32,45,37,2126.12,0,0
2025-02-16,Meta Ads,Prospecting & Retargeting,synthetic,45334,1024,488.90,38,32,1932.52,0,0
2025-02-16,Email,Lifecycle,synthetic,28376,1011,49.72,75,62,742.22,0,0
2025-02-16,Organic,Content & SEO,synthetic,47884,2715,22.06,164,132,633.40,1,0
2025-02-17,Google Ads,Search & Shopping,synthetic,38212,1165,554.11,49,40,2669.74,0,0
2025-02-17,Meta Ads,Prospecting & Retargeting,synthetic,55782,1238,498.74,48,41,2090.49,0,0
2025-02-17,Email,Lifecycle,synthetic,21427,745,55.69,49,37,490.20,0,0
2025-02-17,Email,Lifecycle,synthetic,2571,89,6.68,6,4,58.82,0,0
2025-02-17,Organic,Content & SEO,synthetic,25356,1266,18.72,69,53,396.99,0,0
2025-02-18,Google Ads,Search & Shopping,synthetic,41959,1405,539.38,69,54,3399.66,0,0
2025-02-18,Meta Ads,Prospecting & Retargeting,synthetic,49966,1062,490.34,40,32,2149.48,0,0
2025-02-18,Email,Lifecycle,synthetic,22444,758,54.61,53,41,627.78,0,0
2025-02-18,Organic,Content & SEO,synthetic,24627,1170,18.11,61,50,326.39,0,0
2025-02-19,Google Ads,Search & Shopping,synthetic,44488,1406,510.39,65,55,2681.59,0,0
2025-02-19,Meta Ads,Prospecting & Retargeting,synthetic,53520,1202,529.01,43,37,2535.46,0,0
2025-02-19,Email,Lifecycle,synthetic,19922,719,56.31,52,41,549.59,0,0
2025-02-19,Organic,Content & SEO,synthetic,28926,1541,18.74,84,73,419.64,0,0
2025-02-20,Google Ads,Search & Shopping,synthetic,38712,1260,574.76,59,49,2889.19,0,0
2025-02-20,Meta Ads,Prospecting & Retargeting,synthetic,54251,1219,479.29,46,38,2325.79,0,0
2025-02-20,Email,Lifecycle,synthetic,23056,826,54.87,60,48,670.15,0,0
2025-02-20,Organic,Content & SEO,synthetic,27124,1421,18.03,83,74,403.83,0,0
2025-02-21,Google Ads,Search & Shopping,synthetic,47235,1466,590.79,68,56,3560.20,0,0
2025-02-21,Meta Ads,Prospecting & Retargeting,synthetic,48782,1005,498.40,40,33,2140.51,0,0
2025-02-21,Email,Lifecycle,synthetic,21972,715,54.81,51,44,444.33,0,0
2025-02-21,Organic,Content & SEO,synthetic,27265,1480,17.45,75,61,410.95,0,0
2025-02-22,Google Ads,Search & Shopping,synthetic,35388,1138,561.71,50,42,2342.75,0,0
2025-02-22,Meta Ads,Prospecting & Retargeting,synthetic,44300,934,519.31,36,29,1805.31,0,0
2025-02-22,Email,Lifecycle,synthetic,25411,909,55.47,71,57,648.24,0,0
2025-02-22,Organic,Content & SEO,synthetic,38674,1870,18.66,101,89,475.92,0,0
2025-02-23,Google Ads,Search & Shopping,synthetic,40005,1459,703.10,75,64,3574.69,1,0
2025-02-23,Meta Ads,Prospecting & Retargeting,synthetic,39387,869,516.82,33,29,1858.68,0,0
2025-02-23,Email,Lifecycle,synthetic,33459,1262,68.47,112,92,1174.14,1,0
2025-02-23,Organic,Content & SEO,synthetic,35467,1888,19.69,105,87,550.71,0,0
2025-02-24,Google Ads,Search & Shopping,synthetic,46481,1518,615.96,79,67,3467.48,0,0
2025-02-24,Meta Ads,Prospecting & Retargeting,synthetic,54935,1175,569.03,47,40,2406.62,0,0
2025-02-24,Email,Lifecycle,synthetic,28965,1214,67.58,98,83,925.80,1,0
2025-02-24,Organic,Content & SEO,synthetic,28746,1535,18.13,76,61,403.65,0,0
2025-02-25,Google Ads,Search & Shopping,synthetic,44770,1569,602.73,75,62,3402.37,0,0
2025-02-25,Meta Ads,Prospecting & Retargeting,synthetic,48096,935,528.97,36,31,2305.74,0,0
2025-02-25,Email,Lifecycle,synthetic,18306,639,54.66,50,41,566.23,0,0
2025-02-25,Organic,Content & SEO,synthetic,22047,1175,16.16,69,57,277.15,0,0
2025-02-26,Google Ads,Search & Shopping,synthetic,47500,1511,629.76,69,53,3712.20,0,0
2025-02-26,Meta Ads,Prospecting & Retargeting,synthetic,49558,1068,514.47,40,35,2393.42,0,0
2025-02-26,Email,Lifecycle,synthetic,24198,903,54.88,66,57,680.67,0,0
2025-02-26,Organic,Content & SEO,synthetic,26993,1397,16.76,82,65,315.17,0,0
2025-02-27,Google Ads,Search & Shopping,synthetic,43262,1382,658.74,69,61,3748.58,0,0
2025-02-27,Meta Ads,Prospecting & Retargeting,synthetic,53732,1078,510.29,42,35,2341.52,0,0
2025-02-27,Email,Lifecycle,synthetic,20385,712,55.34,47,37,604.74,0,0
2025-02-27,Organic,Content & SEO,synthetic,30350,1649,16.78,97,81,397.24,0,0
2025-02-28,Google Ads,Search & Shopping,synthetic,39629,1244,657.69,58,48,3217.65,0,0
2025-02-28,Meta Ads,Prospecting & Retargeting,synthetic,54915,1139,506.60,45,38,2197.25,0,0
2025-02-28,Email,Lifecycle,synthetic,19355,691,52.66,50,42,560.78,0,0
2025-02-28,Organic,Content & SEO,synthetic,24969,1342,15.98,72,58,357.19,0,0
2025-03-01,Google Ads,Search & Shopping,synthetic,30967,1010,610.85,48,37,2810.58,0,0
2025-03-01,Meta Ads,Prospecting & Retargeting,synthetic,43573,965,523.23,35,29,2009.84,0,0
2025-03-01,Email,Lifecycle,synthetic,25359,859,55.25,64,54,715.43,0,0
2025-03-01,Organic,Content & SEO,synthetic,30165,1626,15.99,94,81,359.67,0,0
2025-03-02,Google Ads,Search & Shopping,synthetic,33651,1054,696.98,45,35,3368.62,0,0
2025-03-02,Meta Ads,Prospecting & Retargeting,synthetic,41471,876,520.76,33,29,1960.86,0,0
2025-03-02,Email,Lifecycle,synthetic,27418,963,54.39,77,65,684.55,0,0
2025-03-02,Organic,Content & SEO,synthetic,30668,1577,15.37,90,73,361.15,0,0
2025-03-03,Google Ads,Search & Shopping,synthetic,37999,1225,644.32,51,40,3130.64,0,0
2025-03-03,Meta Ads,Prospecting & Retargeting,synthetic,56574,1180,524.24,41,37,2508.86,0,0
2025-03-03,Email,Lifecycle,synthetic,19620,651,48.75,50,43,383.33,0,0
2025-03-03,Organic,Content & SEO,synthetic,30314,1481,16.55,85,69,366.31,0,0
2025-03-04,Google Ads,Search & Shopping,synthetic,45425,1426,617.41,68,56,3372.54,0,0
2025-03-04,Meta Ads,Prospecting & Retargeting,synthetic,56453,1161,504.99,45,36,2446.03,0,0
2025-03-04,Email,Lifecycle,synthetic,21797,760,47.48,55,46,527.17,0,0
2025-03-04,Organic,Content & SEO,synthetic,25342,1250,16.89,67,55,346.10,0,0
2025-03-05,Google Ads,Search & Shopping,synthetic,42421,1344,623.81,68,58,3125.52,0,0
2025-03-05,Meta Ads,Prospecting & Retargeting,synthetic,53559,1140,524.09,43,34,2701.89,0,0
2025-03-05,Email,Lifecycle,synthetic,19846,688,50.92,46,41,575.12,0,0
2025-03-05,Organic,Content & SEO,synthetic,25795,1372,14.81,79,68,277.37,0,0
2025-03-06,Google Ads,Search & Shopping,synthetic,42149,1369,626.98,63,55,3229.01,0,0
2025-03-06,Meta Ads,Prospecting & Retargeting,synthetic,54340,1094,497.92,40,30,2132.89,0,0
2025-03-06,Email,Lifecycle,synthetic,21360,731,51.60,51,46,529.18,0,0
2025-03-06,Organic,Content & SEO,synthetic,24088,1235,15.47,74,58,310.60,0,0
2025-03-07,Google Ads,Search & Shopping,synthetic,40017,1322,646.50,60,56,3479.03,0,0
2025-03-07,Meta Ads,Prospecting & Retargeting,synthetic,58771,1329,479.50,49,39,2424.58,0,0
2025-03-07,Email,Lifecycle,synthetic,20983,738,47.08,57,47,534.04,0,0
2025-03-07,Organic,Content & SEO,synthetic,28227,1458,16.73,78,62,381.78,0,0
2025-03-08,Google Ads,Search & Shopping,synthetic,34941,1171,644.17,50,42,3389.44,0,0
2025-03-08,Meta Ads,Prospecting & Retargeting,synthetic,41735,848,466.48,35,32,1629.16,0,0
2025-03-08,Email,Lifecycle,synthetic,25770,885,46.90,72,61,532.33,0,0
2025-03-08,Organic,Content & SEO,synthetic,36506,1929,16.68,109,87,475.91,0,0
2025-03-09,Google Ads,Search & Shopping,synthetic,34277,1070,627.50,45,34,2652.39,0,0
2025-03-09,Meta Ads,Prospecting & Retargeting,synthetic,38607,850,468.77,35,30,1334.11,0,0
2025-03-09,Email,Lifecycle,synthetic,24337,887,45.60,60,46,587.81,0,0
2025-03-09,Organic,Content & SEO,synthetic,32813,1798,16.29,94,72,407.88,0,0
2025-03-10,Google Ads,Search & Shopping,synthetic,40929,1326,642.64,68,56,3533.17,0,0
2025-03-10,Meta Ads,Prospecting & Retargeting,synthetic,52235,1108,447.59,46,36,1871.22,0,0
2025-03-10,Email,Lifecycle,synthetic,21706,819,43.68,59,47,496.54,0,0
2025-03-10,Organic,Content & SEO,synthetic,27223,1484,16.77,80,68,331.63,0,0
2025-03-11,Google Ads,Search & Shopping,synthetic,56246,1944,704.57,114,108,4791.23,1,0
2025-03-11,Meta Ads,Prospecting & Retargeting,synthetic,56393,1192,439.65,43,34,2087.68,0,0
2025-03-11,Email,Lifecycle,synthetic,18032,603,51.91,44,37,402.65,0,0
2025-03-11,Organic,Content & SEO,synthetic,27706,1417,17.44,75,61,386.20,0,0
2025-03-12,Google Ads,Search & Shopping,synthetic,37989,1269,636.05,57,52,3226.52,0,0
2025-03-12,Email,Lifecycle,synthetic,21020,748,50.16,49,39,466.13,0,0
2025-03-12,Organic,Content & SEO,synthetic,37500,2120,21.45,122,109,543.75,1,0
2025-03-13,Google Ads,Search & Shopping,synthetic,40272,1335,572.04,62,52,2679.83,0,0
2025-03-13,Meta Ads,Prospecting & Retargeting,synthetic,52029,1068,466.73,37,30,2151.17,0,0
2025-03-13,Email,Lifecycle,synthetic,29618,1162,57.85,96,76,872.73,1,0
2025-03-13,Organic,Content & SEO,synthetic,27972,1494,17.80,79,65,366.39,0,0
2025-03-14,Google Ads,Search & Shopping,synthetic,41522,1326,566.36,57,46,3001.85,0,0
2025-03-14,Meta Ads,Prospecting & Retargeting,synthetic,51416,1042,462.96,39,34,2339.70,0,0
